"species","Long","Lat","Family","FAO_AREA","Year"
"1","Acanthistius brasilianus",-65.9,-46.58333,"Serranidae"," 41",2003
"2","Acanthistius brasilianus",-65.033333,-45.06667,"Serranidae"," 41",2003
"3","Acanthistius brasilianus",-66.2,-46.73333,"Serranidae"," 41",2004
"4","Acanthistius brasilianus",-65.816667,-45.11667,"Serranidae"," 41",2005
"5","Acanthistius brasilianus",-66.166667,-46.1,"Serranidae"," 41",2004
"6","Acanthistius brasilianus",-65.083333,-45.2,"Serranidae"," 41",2003
"7","Acanthistius brasilianus",-66.066667,-45.26667,"Serranidae"," 41",2004
"8","Acanthistius brasilianus",-65.810233,-45.09692,"Serranidae"," 41",2005
"9","Acanthistius brasilianus",-64.8,-45.43333,"Serranidae"," 41",2003
"10","Acanthistius brasilianus",-64.983333,-45.3,"Serranidae"," 41",2003
"11","Acanthistius brasilianus",-66.116667,-45.66667,"Serranidae"," 41",2004
"12","Acanthistius brasilianus",-64.966667,-45.2,"Serranidae"," 41",2003
"13","Acanthistius brasilianus",-64.76335,-43.49687,"Serranidae"," 41",2003
"14","Acanthistius brasilianus",-65.066667,-46.18333,"Serranidae"," 41",2003
"15","Acanthistius brasilianus",-64.966667,-45.1,"Serranidae"," 41",2003
"16","Acanthistius brasilianus",-66.5,-45.43333,"Serranidae"," 41",2004
"17","Acanthistius brasilianus",-64.433333,-44.25,"Serranidae"," 41",2003
"18","Acanthistius brasilianus",-65.783333,-46.48333,"Serranidae"," 41",2003
"19","Acanthistius brasilianus",-66.366667,-45.36667,"Serranidae"," 41",2004
"20","Acanthistius brasilianus",-65.116667,-46.16667,"Serranidae"," 41",2003
"21","Acanthistius brasilianus",-65.866667,-45.08333,"Serranidae"," 41",2005
"22","Acanthistius brasilianus",-65.85,-46.58333,"Serranidae"," 41",2004
"23","Acanthistius brasilianus",-66.933333,-46.68333,"Serranidae"," 41",2003
"24","Acanthistius brasilianus",-65.016667,-46.01667,"Serranidae"," 41",2003
"25","Acanthistius brasilianus",-66.4,-46.46667,"Serranidae"," 41",2004
"26","Acanthistius brasilianus",-66,-45.26667,"Serranidae"," 41",2003
"27","Acanthistius brasilianus",-66.883333,-45.38333,"Serranidae"," 41",2003
"28","Acanthistius brasilianus",-65.75,-46.16667,"Serranidae"," 41",2003
"29","Acanthistius brasilianus",-66.15,-46.11667,"Serranidae"," 41",2004
"30","Acanthistius brasilianus",-65.85,-45.11667,"Serranidae"," 41",2003
"31","Acanthistius brasilianus",-66.166667,-46.71667,"Serranidae"," 41",2003
"32","Acanthistius brasilianus",-65.833333,-45.06667,"Serranidae"," 41",2005
"33","Acanthistius brasilianus",-64.65,-45.71667,"Serranidae"," 41",2003
"34","Acanthistius brasilianus",-64.95,-46.38333,"Serranidae"," 41",2003
"35","Acanthistius brasilianus",-64.4,-44.26667,"Serranidae"," 41",2003
"36","Acanthistius brasilianus",-65.211017,-45.7883,"Serranidae"," 41",2003
"37","Acanthistius brasilianus",-66.183333,-46.81667,"Serranidae"," 41",2004
"38","Acanthistius brasilianus",-65.833333,-45.63333,"Serranidae"," 41",2004
"39","Acanthistius brasilianus",-66.166667,-46.2,"Serranidae"," 41",2004
"40","Acanthistius brasilianus",-64.966667,-45.9,"Serranidae"," 41",2003
"41","Acanthistius brasilianus",-64.883333,-45.7,"Serranidae"," 41",2003
"42","Acanthistius brasilianus",-66.416667,-46.5,"Serranidae"," 41",2004
"43","Acanthistius brasilianus",-66.18333333,-46.16666667,"Serranidae"," 41",2004
