"species","Long","Lat","Family","FAO_AREA","Year"
"1","Ablennes hians",-85.67,10.63,"Belonidae"," 77",1986
"2","Ablennes hians",-109.9167,25.25,"Belonidae"," 77",1995
"3","Ablennes hians",-85.6699981689,10.6300001144,"Belonidae"," 77",1986
"5","Abudefduf concolor",-82.26384,8.09395,"Pomacentridae"," 77",2017
"6","Abudefduf concolor",-82.02936,7.982049,"Pomacentridae"," 77",2020
"7","Abudefduf concolor",-86.15779,11.48083,"Pomacentridae"," 77",2020
"8","Abudefduf concolor",-83.73565,8.621375,"Pomacentridae"," 77",2018
"9","Abudefduf concolor",-85.50034,9.866096,"Pomacentridae"," 77",2010
"10","Abudefduf concolor",-85.73411,10.95775,"Pomacentridae"," 77",2014
"11","Abudefduf concolor",-87.05718,5.544211,"Pomacentridae"," 77",2019
"12","Abudefduf concolor",-85.83834,10.38847,"Pomacentridae"," 77",2020
"13","Abudefduf concolor",-89.76667,-1.366667,"Pomacentridae"," 87",1983
"14","Abudefduf concolor",-80.76019,-1.819155,"Pomacentridae"," 87",2020
"15","Abudefduf declivifrons",-106.4126,23.18213,"Pomacentridae"," 77",2020
"16","Abudefduf declivifrons",-96.15,15.7,"Pomacentridae"," 77",1990
"17","Abudefduf declivifrons",-103.5298,18.40222,"Pomacentridae"," 77",2010
"18","Abudefduf declivifrons",-105.887,21.845,"Pomacentridae"," 77",2004
"19","Abudefduf declivifrons",-109.8083,24.025,"Pomacentridae"," 77",2004
"20","Abudefduf declivifrons",-105.5834,20.69712,"Pomacentridae"," 77",2021
"21","Abudefduf declivifrons",-103.5303,18.40367,"Pomacentridae"," 77",2010
"22","Abudefduf declivifrons",-103.1155,18.19672,"Pomacentridae"," 77",2010
"23","Abudefduf declivifrons",-105.4525,20.49196,"Pomacentridae"," 77",2020
"24","Abudefduf declivifrons",-105.8837,21.84156,"Pomacentridae"," 77",2002
"25","Abudefduf declivifrons",-102.5016,18.02039,"Pomacentridae"," 77",2010
"26","Abudefduf declivifrons",-102.5066,18.02086,"Pomacentridae"," 77",2010
"29","Abudefduf troschelii",-105.2713,21.0468,"Pomacentridae"," 77",2016
"30","Abudefduf troschelii",-85.70227,10.60986,"Pomacentridae"," 77",2020
"31","Abudefduf troschelii",-110.325,24.16389,"Pomacentridae"," 77",2003
"32","Abudefduf troschelii",-85.17345,9.588206,"Pomacentridae"," 77",2019
"33","Abudefduf troschelii",-103.5218,18.35252,"Pomacentridae"," 77",2010
"34","Abudefduf troschelii",-110.3049,24.21834,"Pomacentridae"," 77",2021
"35","Abudefduf troschelii",-110.6411,24.92028,"Pomacentridae"," 77",2010
"36","Abudefduf troschelii",-110.3893,24.50442,"Pomacentridae"," 77",2015
"37","Abudefduf troschelii",-82.31991,8.103456,"Pomacentridae"," 77",2016
"38","Abudefduf troschelii",-85.4872,9.8601,"Pomacentridae"," 77",2011
"39","Abudefduf troschelii",-111.51,26.55,"Pomacentridae"," 77",2001
"40","Abudefduf troschelii",-111.3417,26.04167,"Pomacentridae"," 77",1991
"41","Abudefduf troschelii",-111.3108,25.81426,"Pomacentridae"," 77",2021
"42","Abudefduf troschelii",-85.70621,10.60823,"Pomacentridae"," 77",2020
"43","Abudefduf troschelii",-99.91567,16.82343,"Pomacentridae"," 77",2014
"44","Abudefduf troschelii",-110.3178,24.16299,"Pomacentridae"," 77",2020
"45","Abudefduf troschelii",-85.40241,9.848863,"Pomacentridae"," 77",2021
"46","Abudefduf troschelii",-105.2534,20.65911,"Pomacentridae"," 77",2019
"47","Abudefduf troschelii",-105.8794,21.84528,"Pomacentridae"," 77",2005
"48","Abudefduf troschelii",-109.3908,26.08428,"Pomacentridae"," 77",2019
"49","Abudefduf troschelii",-83.88027,8.71596,"Pomacentridae"," 77",2019
"50","Abudefduf troschelii",-105.8907,21.85167,"Pomacentridae"," 77",2005
"51","Abudefduf troschelii",-86.32412,11.6154,"Pomacentridae"," 77",2014
"52","Abudefduf troschelii",-111.0513,27.94184,"Pomacentridae"," 77",2018
"53","Abudefduf troschelii",-104.3969,19.10328,"Pomacentridae"," 77",2013
"54","Abudefduf troschelii",-81.783,7.2661,"Pomacentridae"," 77",2011
"55","Abudefduf troschelii",-103.5292,18.38325,"Pomacentridae"," 77",2010
"56","Abudefduf troschelii",-111.2567,25.80833,"Pomacentridae"," 77",1993
"57","Abudefduf troschelii",-104.9294,19.26833,"Pomacentridae"," 77",1996
"58","Abudefduf troschelii",-111.248,25.89633,"Pomacentridae"," 77",2017
"59","Abudefduf troschelii",-111.3124,28.14502,"Pomacentridae"," 77",2021
"60","Abudefduf troschelii",-111.2621,26.13114,"Pomacentridae"," 77",2020
"61","Abudefduf troschelii",-112.299,28.37368,"Pomacentridae"," 77",2018
"62","Abudefduf troschelii",-113.4457,31.27818,"Pomacentridae"," 77",2019
"63","Abudefduf troschelii",-110.3512,24.56533,"Pomacentridae"," 77",2021
"64","Abudefduf troschelii",-110.5678,24.8225,"Pomacentridae"," 77",2004
"65","Abudefduf troschelii",-111.2148,25.70712,"Pomacentridae"," 77",2021
"66","Abudefduf troschelii",-109.7083,22.025,"Pomacentridae"," 77",1985
"67","Abudefduf troschelii",-110.3891,24.50531,"Pomacentridae"," 77",2021
"68","Abudefduf troschelii",-104.435,19.09667,"Pomacentridae"," 77",2005
"69","Abudefduf troschelii",-85.49846,9.864855,"Pomacentridae"," 77",2019
"70","Abudefduf troschelii",-105.2282,21.16495,"Pomacentridae"," 77",2012
"71","Abudefduf troschelii",-105.8792,21.84999,"Pomacentridae"," 77",2020
"72","Abudefduf troschelii",-110.3197,24.15871,"Pomacentridae"," 77",2015
"73","Abudefduf troschelii",-83.30392,8.542488,"Pomacentridae"," 77",2019
"74","Abudefduf troschelii",-81.71402,7.592452,"Pomacentridae"," 77",2020
"75","Abudefduf troschelii",-103.3477,18.26861,"Pomacentridae"," 77",2011
"76","Abudefduf troschelii",-105.3988,20.50755,"Pomacentridae"," 77",2020
"77","Abudefduf troschelii",-109.8437,22.89857,"Pomacentridae"," 77",2019
"78","Abudefduf troschelii",-113.5077,29.04774,"Pomacentridae"," 77",2005
"79","Abudefduf troschelii",-105.3713,20.75058,"Pomacentridae"," 77",2015
"80","Abudefduf troschelii",-111.3768,27.95748,"Pomacentridae"," 77",2008
"81","Abudefduf troschelii",-110.4018,24.59854,"Pomacentridae"," 77",2021
"82","Abudefduf troschelii",-106.4676,23.2311,"Pomacentridae"," 77",2019
"83","Abudefduf troschelii",-85.792,10.5178,"Pomacentridae"," 77",2008
"84","Abudefduf troschelii",-110.2999,24.20152,"Pomacentridae"," 77",2021
"85","Abudefduf troschelii",-111.429,28.29426,"Pomacentridae"," 77",2021
"86","Abudefduf troschelii",-110.3518,24.17359,"Pomacentridae"," 77",2020
"87","Abudefduf troschelii",-105.879,21.845,"Pomacentridae"," 77",2005
"88","Abudefduf troschelii",-106.4539,23.25174,"Pomacentridae"," 77",2019
"89","Abudefduf troschelii",-105.1522,19.59094,"Pomacentridae"," 77",2005
"90","Abudefduf troschelii",-110.3459,24.29816,"Pomacentridae"," 77",2009
"91","Abudefduf troschelii",-89.80253,13.52516,"Pomacentridae"," 77",2013
"92","Abudefduf troschelii",-109.8834,22.87883,"Pomacentridae"," 77",2000
"93","Abudefduf troschelii",-85.77905,11.10703,"Pomacentridae"," 77",2020
"94","Abudefduf troschelii",-81.70401,7.634792,"Pomacentridae"," 77",2011
"95","Abudefduf troschelii",-84.89301,9.780419,"Pomacentridae"," 77",2006
"96","Abudefduf troschelii",-110.3168,24.25666,"Pomacentridae"," 77",2021
"97","Abudefduf troschelii",-110.7033,25.03056,"Pomacentridae"," 77",2010
"98","Abudefduf troschelii",-81.67099,7.452348,"Pomacentridae"," 77",2016
"99","Abudefduf troschelii",-83.68451,8.700557,"Pomacentridae"," 77",2018
"100","Abudefduf troschelii",-111.9,26.86667,"Pomacentridae"," 77",1992
"101","Abudefduf troschelii",-85.8016,11.1244,"Pomacentridae"," 77",2015
"102","Abudefduf troschelii",-110.3373,24.55609,"Pomacentridae"," 77",2014
"103","Abudefduf troschelii",-99.9012,16.82218,"Pomacentridae"," 77",2013
"104","Abudefduf troschelii",-85.9144,10.8641,"Pomacentridae"," 77",2005
"105","Abudefduf troschelii",-85.72151,10.54849,"Pomacentridae"," 77",2017
"106","Abudefduf troschelii",-110.3024,24.2162,"Pomacentridae"," 77",2021
"107","Abudefduf troschelii",-83.87819,8.529688,"Pomacentridae"," 77",2018
"108","Abudefduf troschelii",-86.79734,12.1787,"Pomacentridae"," 77",2020
"109","Abudefduf troschelii",-85.1738,9.599516,"Pomacentridae"," 77",2019
"110","Abudefduf troschelii",-111.3439,25.92065,"Pomacentridae"," 77",2015
"111","Abudefduf troschelii",-83.33414,8.571834,"Pomacentridae"," 77",2019
"112","Abudefduf troschelii",-99.91348,16.82345,"Pomacentridae"," 77",2017
"113","Abudefduf troschelii",-111.2798,26.11363,"Pomacentridae"," 77",2019
"114","Abudefduf troschelii",-114.3879,29.99244,"Pomacentridae"," 77",2015
"115","Abudefduf troschelii",-113.1228,29.05733,"Pomacentridae"," 77",2016
"116","Abudefduf troschelii",-110.3032,24.20879,"Pomacentridae"," 77",2020
"117","Abudefduf troschelii",-83.88176,8.707268,"Pomacentridae"," 77",2019
"118","Abudefduf troschelii",-90.95205,-0.978648,"Pomacentridae"," 87",2017
"119","Abudefduf troschelii",-90.71401,-0.405659,"Pomacentridae"," 87",2019
"120","Abudefduf troschelii",-89.94666,0.315835,"Pomacentridae"," 87",2015
"121","Abudefduf troschelii",-80.78901,-1.934993,"Pomacentridae"," 87",2017
"122","Abudefduf troschelii",-91.16291,-1.045176,"Pomacentridae"," 87",2018
"123","Abudefduf troschelii",-78.1755,2.95467,"Pomacentridae"," 87",2013
"124","Abudefduf troschelii",-80.78857,-1.935132,"Pomacentridae"," 87",2020
"125","Abudefduf troschelii",-80.79701,-1.927891,"Pomacentridae"," 87",2019
"126","Abudefduf troschelii",-90.36681,-1.226955,"Pomacentridae"," 87",2010
"127","Abudefduf troschelii",-80.78882,-1.93488,"Pomacentridae"," 87",2019
"128","Abudefduf troschelii",-80.86692,-1.599248,"Pomacentridae"," 87",2020
"129","Abudefduf troschelii",-89.67423,-0.891535,"Pomacentridae"," 87",2020
"130","Abudefduf troschelii",-91.435,-0.272,"Pomacentridae"," 87",2008
"131","Abudefduf troschelii",-90.42281,-1.215871,"Pomacentridae"," 87",2012
"132","Abudefduf troschelii",-80.7587,-1.81882,"Pomacentridae"," 87",2021
"133","Abudefduf troschelii",-89.5203,-0.777277,"Pomacentridae"," 87",2012
"134","Abudefduf troschelii",-90.82981,-0.171488,"Pomacentridae"," 87",2019
"135","Abudefduf troschelii",-90.3742,-1.2514,"Pomacentridae"," 87",2008
"136","Acanthemblemaria atrata",-87.04463,5.489382,"Chaenopsidae"," 77",2021
"137","Acanthemblemaria atrata",-87.04789,5.561586,"Chaenopsidae"," 77",1998
"138","Acanthemblemaria atrata",-87.065621,5.541884,"Chaenopsidae"," 77",1989
"139","Acanthemblemaria atrata",-87.047893,5.561586,"Chaenopsidae"," 77",1998
"140","Acanthemblemaria atrata",-87.0666667,5.5333333,"Chaenopsidae"," 77",1989
"141","Acanthemblemaria atrata",-87.1535,5.414369,"Chaenopsidae"," 77",2019
"142","Acanthemblemaria atrata",-87.19213,5.462784,"Chaenopsidae"," 77",2019
"143","Acanthemblemaria atrata",-87.099761,5.512303,"Chaenopsidae"," 77",1998
"144","Acanthemblemaria atrata",-87.12899,5.563,"Chaenopsidae"," 77",2019
"145","Acanthemblemaria atrata",-87.027438,5.514481,"Chaenopsidae"," 77",1998
"146","Acanthemblemaria balanorum",-99.88972,16.84972,"Chaenopsidae"," 77",2004
"147","Acanthemblemaria balanorum",-110.3068,24.38981,"Chaenopsidae"," 77",2006
"148","Acanthemblemaria balanorum",-110.5117,25.11333,"Chaenopsidae"," 77",2009
"149","Acanthemblemaria balanorum",-101.5723,17.6132,"Chaenopsidae"," 77",2015
"150","Acanthemblemaria castroi",-90.28316,-0.400515,"Chaenopsidae"," 87",2002
"151","Acanthemblemaria castroi",-90.92627,-0.240139,"Chaenopsidae"," 87",2012
"152","Acanthemblemaria castroi",-90.283161,-0.400515,"Chaenopsidae"," 87",2002
"153","Acanthemblemaria castroi",-90.74294,-0.149598,"Chaenopsidae"," 87",2001
