"species","Long","Lat","Family","FAO_AREA","Year"
"1","Ablabys macracanthus",125.669159,6.95112,"Tetrarogidae"," 71",2012
"2","Ablabys macracanthus",125.219905,1.450383,"Tetrarogidae"," 71",2011
"3","Ablabys taenianotus",125.210044,1.439329,"Tetrarogidae"," 71",2015
"4","Ablabys taenianotus",125.22131,1.45004,"Tetrarogidae"," 71",2013
"5","Ablennes hians",138.330002,34.67,"Belonidae"," 61",2006
"6","Ablennes hians",136.8041,34.1624,"Belonidae"," 61",2016
"7","Ablennes hians",129.621389,32.792222,"Belonidae"," 61",1989
"8","Ablennes hians",122.811,10.645,"Belonidae"," 71",2015
"9","Abudefduf bengalensis",130.205556,31.356111,"Pomacentridae"," 61",2009
"10","Abudefduf bengalensis",130.2125,31.289444,"Pomacentridae"," 61",2010
"11","Abudefduf bengalensis",130.530556,31.494722,"Pomacentridae"," 61",2012
"12","Abudefduf lorenzi",127.8443,0.967046,"Pomacentridae"," 71",1981
"13","Abudefduf notatus",139,34.6333333333,"Pomacentridae"," 61",1980
"14","Abudefduf notatus",139.763333333,33.0966666667,"Pomacentridae"," 61",1992
"15","Abudefduf notatus",131.249722,25.871944,"Pomacentridae"," 61",2014
"16","Abudefduf notatus",130.408333333,30.26,"Pomacentridae"," 61",2008
"17","Abudefduf septemfasciatus",125.121436,1.674373,"Pomacentridae"," 71",2018
"18","Abudefduf sexfasciatus",123.391721,9.427895,"Pomacentridae"," 71",2013
"19","Abudefduf sordidus",130.2002778,30.48138889,"Pomacentridae"," 61",2017
"20","Abudefduf sordidus",130.1297222,31.41222222,"Pomacentridae"," 61",2016
"21","Abudefduf sordidus",128.919722,27.675833,"Pomacentridae"," 61",2016
"22","Abudefduf sordidus",130.226389,31.385,"Pomacentridae"," 61",2002
"23","Abudefduf sordidus",128.528889,27.355833,"Pomacentridae"," 61",2016
"24","Abudefduf sordidus",139.571666667,35.25,"Pomacentridae"," 61",1987
"25","Abudefduf sordidus",129.964722,28.285,"Pomacentridae"," 61",2008
"26","Abudefduf sordidus",130.297777778,30.7816666667,"Pomacentridae"," 61",2011
"27","Abudefduf vaigiensis",129.0002778,27.68972222,"Pomacentridae"," 61",2013
"28","Abudefduf vaigiensis",130.933333,30.216667,"Pomacentridae"," 61",2016
"29","Abudefduf vaigiensis",139.78,33.095,"Pomacentridae"," 61",1992
"30","Abudefduf vaigiensis",131.216666667,25.8666666667,"Pomacentridae"," 61",2014
"31","Abudefduf vaigiensis",130.022778,28.3775,"Pomacentridae"," 61",2015
"32","Abudefduf vaigiensis",130.186389,30.450278,"Pomacentridae"," 61",2016
"33","Abudefduf vaigiensis",130.561667,31.5525,"Pomacentridae"," 61",2007
"34","Abudefduf vaigiensis",128.415556,27.061389,"Pomacentridae"," 61",2014
"35","Abudefduf vaigiensis",142.195278,27.093333,"Pomacentridae"," 61",2015
"36","Abudefduf vaigiensis",129.841667,31.801111,"Pomacentridae"," 61",2016
"37","Abudefduf vaigiensis",139.816666667,33.0583333333,"Pomacentridae"," 61",2001
"38","Abudefduf vaigiensis",127.7833333,26.7,"Pomacentridae"," 61",2004
"39","Abudefduf vaigiensis",125.84,7.2774,"Pomacentridae"," 71",2019
"40","Abudefduf vaigiensis",130.66346,-0.564593,"Pomacentridae"," 71",2018
"41","Abudefduf vaigiensis",138.139923,9.55565,"Pomacentridae"," 71",2014
"42","Acanthaphritis grandisquamis",128.5722,3.472222,"Percophidae"," 71",2015
"43","Acanthocepola limbata",130.204444,31.318611,"Cepolidae"," 61",2015
"44","Acanthogobius flavimanus",134.76875,35.65416667,"Gobiidae"," 61",1993
"45","Acanthogobius flavimanus",126.233287,35.07238,"Gobiidae"," 61",1997
"46","Acanthogobius flavimanus",126.801817,34.32645,"Gobiidae"," 61",2003
"47","Acanthogobius flavimanus",139.783333,35.41667,"Gobiidae"," 61",1981
"48","Acanthogobius flavimanus",127.466069,34.51807,"Gobiidae"," 61",2011
"49","Acanthogobius flavimanus",126.414613,37.40333,"Gobiidae"," 61",2009
"50","Acanthogobius flavimanus",126.238689,35.09685,"Gobiidae"," 61",1997
"51","Acanthogobius flavimanus",127.324459,34.6895,"Gobiidae"," 61",2004
"52","Acanthogobius flavimanus",126.655721,37.39848,"Gobiidae"," 61",2009
"53","Acanthogobius flavimanus",127.761269,34.6746,"Gobiidae"," 61",2003
"54","Acanthogobius flavimanus",127.740481,34.60968,"Gobiidae"," 61",2003
"55","Acanthogobius flavimanus",126.598249,34.20575,"Gobiidae"," 61",2012
"56","Acanthogobius hasta",130.172222,33.126111,"Gobiidae"," 61",2016
"57","Acanthogobius lactipes",126.375756,37.61574,"Gobiidae"," 61",1998
"58","Acanthogobius lactipes",134.69375,35.65416667,"Gobiidae"," 61",1994
"59","Acanthogobius lactipes",127.158683,34.43303,"Gobiidae"," 61",2005
"60","Acanthogobius lactipes",126.418962,35.80641,"Gobiidae"," 61",2003
"61","Acanthogobius lactipes",144.971111111,44.135,"Gobiidae"," 61",2017
"62","Acanthogobius lactipes",143.971111111,44.135,"Gobiidae"," 61",2017
"63","Acanthogobius lactipes",128.58983,38.22096,"Gobiidae"," 61",2008
"64","Acanthogobius luridus",126.409091,37.53049,"Gobiidae"," 61",2007
"65","Acanthogobius luridus",126.465386,37.528,"Gobiidae"," 61",2007
"66","Acanthogobius luridus",126.568882,37.50766,"Gobiidae"," 61",2007
"67","Acantholumpenus mackayi",143.4,42.3,"Stichaeidae"," 61",1990
"68","Acanthopagrus schlegelii",140.05,39.49,"Sparidae"," 61",2003
"69","Acanthopagrus schlegelii",135.368889,35.489722,"Sparidae"," 61",2012
"70","Acanthopsetta nadeshnyi",149.996111111,40.895,"Pleuronectidae"," 61",2010
"71","Acanthopsetta nadeshnyi",139.606666667,42.0933333333,"Pleuronectidae"," 61",1992
"72","Acanthopsetta nadeshnyi",146.1036111,43.9194444,"Pleuronectidae"," 61",1998
"73","Acanthopsetta nadeshnyi",146.1344444,43.7077778,"Pleuronectidae"," 61",1998
"75","Acanthurus fowleri",134.4705,7.466433,"Acanthuridae"," 71",2007
"76","Acanthurus fowleri",130.435032,-0.436414,"Acanthuridae"," 71",2012
"77","Acanthurus fowleri",134.470467,7.466433,"Acanthuridae"," 71",2007
"78","Acanthurus guttatus",138.185067,9.564117,"Acanthuridae"," 71",2006
"79","Acanthurus guttatus",138.1851,9.564117,"Acanthuridae"," 71",2006
"80","Acanthurus lineatus",130.169167,31.374722,"Acanthuridae"," 61",2009
"81","Acanthurus lineatus",130.199722,30.483056,"Acanthuridae"," 61",2014
"82","Acanthurus lineatus",134.4731,7.4724,"Acanthuridae"," 71",2007
"83","Acanthurus lineatus",134.5777,7.717267,"Acanthuridae"," 71",2007
"84","Acanthurus lineatus",138.1058,9.5838,"Acanthuridae"," 71",2006
"85","Acanthurus lineatus",138.2076,9.578883,"Acanthuridae"," 71",2006
"86","Acanthurus lineatus",138.2148,9.5588,"Acanthuridae"," 71",2006
"87","Acanthurus lineatus",134.577717,7.717267,"Acanthuridae"," 71",2007
"88","Acanthurus lineatus",138.207617,9.578883,"Acanthuridae"," 71",2006
"89","Acanthurus mata",130.722437,-0.495572,"Acanthuridae"," 71",2018
"90","Acanthurus mata",127.978129,0.384058,"Acanthuridae"," 71",2019
"91","Acanthurus mata",130.686493,-0.561238,"Acanthuridae"," 71",2017
"92","Acanthurus nigricans",138.185692,9.523526,"Acanthuridae"," 71",2013
"93","Acanthurus nigricauda",138.17987,9.518258,"Acanthuridae"," 71",2015
"94","Acanthurus nigricauda",130.6768,-0.5552,"Acanthuridae"," 71",2014
"95","Acanthurus nigrofuscus",125.714628,6.901471,"Acanthuridae"," 71",2019
"96","Acanthurus pyroferus",130.3125,-0.308105,"Acanthuridae"," 71",2019
"97","Acanthurus pyroferus",130.6944,-0.553,"Acanthuridae"," 71",2014
"98","Acanthurus pyroferus",134.519833,7.263617,"Acanthuridae"," 71",2017
"99","Acanthurus triostegus",123.132375,11.198145,"Acanthuridae"," 71",1988
"100","Acanthurus triostegus",123.271429,9.079721,"Acanthuridae"," 71",2016
"102","Acentrogobius pflaumii",126.230826,34.93406,"Gobiidae"," 61",1997
"103","Acentrogobius pflaumii",130.571,31.6035,"Gobiidae"," 61",2010
"104","Acentrogobius pflaumii",130.135,31.4132,"Gobiidae"," 61",2010
"105","Acentrogobius pflaumii",126.776425,33.56338,"Gobiidae"," 61",2011
"106","Acentrogobius pflaumii",135.346,35.479,"Gobiidae"," 61",2010
"107","Acentrogobius pflaumii",130.132,31.4173,"Gobiidae"," 61",2010
"108","Acentrogobius pflaumii",135.350006,35.49,"Gobiidae"," 61",2010
"109","Acentrogobius pflaumii",130.570007,31.6,"Gobiidae"," 61",2010
"110","Acentrogobius pflaumii",130.139999,31.41,"Gobiidae"," 61",2010
"111","Acentrogobius pflaumii",126.5,37.5,"Gobiidae"," 61",2006
"112","Acentrogobius suluensis",134.6338,7.64695,"Gobiidae"," 71",2009
"113","Acentrogobius suluensis",124,10.266,"Gobiidae"," 71",1980
"114","Acentrogobius suluensis",125.2417,1.458333,"Gobiidae"," 71",2000
"115","Acentronura breviperula",125.115796,1.679001,"Syngnathidae"," 71",2017
"116","Acipenser sinensis",130.5333333,31.15,"Acipenseridae"," 61",1997
"117","Acreichthys radiatus",123.781059,9.872853,"Monacanthidae"," 71",2019
"118","Acreichthys radiatus",125.234184,1.457523,"Monacanthidae"," 71",2018
"119","Acromycter nezumi",140.99883,36.523,"Congridae"," 61",2009
"120","Acromycter nezumi",141.42,36.9633333333,"Congridae"," 61",1997
"121","Acromycter nezumi",128.081666667,30.855,"Congridae"," 61",2003
"122","Acromycter nezumi",137.048888889,34.4533333333,"Congridae"," 61",1988
"123","Acropoma japonicum",127.166666667,31.4966666667,"Acropomatidae"," 61",2001
"124","Adelotremus deloachi",125.253,1.4811,"Blenniidae"," 71",2015
"125","Aeoliscus strigatus",128.01,26.66,"Centriscidae"," 61",2013
"126","Aeoliscus strigatus",128.405278,27.049167,"Centriscidae"," 61",2014
"127","Aeoliscus strigatus",125.247398,1.487271,"Centriscidae"," 71",2013
"128","Aeoliscus strigatus",125.244624,1.470778,"Centriscidae"," 71",2018
"129","Aeoliscus strigatus",123.366728,9.94485,"Centriscidae"," 71",2017
"130","Aeoliscus strigatus",130.727524,-0.495966,"Centriscidae"," 71",2018
"131","Aethaloperca rogaa",134.3882,7.535317,"Serranidae"," 71",2007
"132","Aethaloperca rogaa",138.1186,9.5997,"Serranidae"," 71",2006
"133","Aethaloperca rogaa",138.1143,9.586883,"Serranidae"," 71",2006
"134","Aethaloperca rogaa",138.206367,9.541667,"Serranidae"," 71",2006
"135","Aethaloperca rogaa",138.123017,9.604983,"Serranidae"," 71",2006
"136","Aethaloperca rogaa",138.1081,9.579683,"Serranidae"," 71",2006
"137","Aethaloperca rogaa",138.1118,9.585,"Serranidae"," 71",2006
"138","Aethaloperca rogaa",138.111767,9.585,"Serranidae"," 71",2006
"139","Aethaloperca rogaa",138.196,9.568983,"Serranidae"," 71",2006
"140","Aethaloperca rogaa",138.125783,9.602167,"Serranidae"," 71",2006
"141","Aethaloperca rogaa",138.19595,9.568983,"Serranidae"," 71",2006
"142","Aethaloperca rogaa",138.207067,9.563883,"Serranidae"," 71",2006
"143","Aethaloperca rogaa",138.123,9.604983,"Serranidae"," 71",2006
"144","Aethaloperca rogaa",134.7002,8.0747,"Serranidae"," 71",2006
"145","Aethaloperca rogaa",138.2071,9.563883,"Serranidae"," 71",2006
